2011-12-04 17:27:16.0	2011-12-04 17:43:56.0	Spare_Time/TV
2011-12-04 17:45:00.0	2011-12-04 17:45:59.0	Grooming
2011-12-04 18:08:28.0	2011-12-04 18:57:52.0	Spare_Time/TV
2011-12-04 18:58:06.0	2011-12-04 18:59:33.0	Toileting
2011-12-04 18:59:53.0	2011-12-04 18:59:59.0	Snack
2011-12-04 19:00:04.0	2011-12-04 22:20:59.0	Spare_Time/TV
2011-12-04 22:21:10.0	2011-12-04 22:22:10.0	Toileting
2011-12-04 22:22:19.0	2011-12-05 01:28:09.0	Spare_Time/TV
2011-12-05 01:31:34.0	2011-12-05 01:31:39.0	Grooming
2011-12-05 01:35:10.0	2011-12-05 11:48:55.0	Sleeping
2011-12-05 11:53:01.0	2011-12-05 11:53:31.0	Toileting
2011-12-05 11:57:47.0	2011-12-05 11:57:55.0	Grooming
2011-12-05 12:01:23.0	2011-12-05 12:08:56.0	Showering
2011-12-05 12:14:49.0	2011-12-05 12:24:37.0	Breakfast
2011-12-05 13:46:29.0	2011-12-05 14:26:46.0	Spare_Time/TV
2011-12-05 14:28:36.0	2011-12-05 14:28:42.0	Grooming
2011-12-05 14:38:07.0	2011-12-05 14:55:06.0	Leaving
2011-12-05 14:57:51.0	2011-12-05 15:40:59.0	Lunch
2011-12-05 15:42:25.0	2011-12-05 15:43:59.0	Grooming
2011-12-05 15:44:00.0	2011-12-05 15:44:16.0	Toileting
2011-12-05 15:44:56.0	2011-12-05 16:02:10.0	Spare_Time/TV
2011-12-05 16:06:32.0	2011-12-05 16:36:32.0	Toileting
2011-12-05 16:37:15.0	2011-12-05 17:14:32.0	Spare_Time/TV
2011-12-05 17:17:07.0	2011-12-05 18:57:16.0	Leaving
2011-12-05 19:01:42.0	2011-12-05 19:24:02.0	Spare_Time/TV
2011-12-05 19:24:11.0	2011-12-05 19:24:16.0	Snack
2011-12-05 19:24:22.0	2011-12-05 20:07:19.0	Spare_Time/TV
2011-12-05 20:07:32.0	2011-12-05 20:07:47.0	Grooming
2011-12-05 20:08:12.0	2011-12-05 20:08:52.0	Toileting
2011-12-05 20:09:00.0	2011-12-05 21:06:25.0	Spare_Time/TV
2011-12-05 21:06:35.0	2011-12-05 21:06:43.0	Toileting
2011-12-05 21:06:44.0	2011-12-05 21:07:00.0	Grooming
2011-12-05 21:07:14.0	2011-12-06 00:38:24.0	Spare_Time/TV
2011-12-06 00:39:01.0	2011-12-06 00:40:41.0	Toileting
2011-12-06 00:42:37.0	2011-12-06 10:07:20.0	Sleeping
2011-12-06 11:08:00.0	2011-12-06 11:08:53.0	Toileting
2011-12-06 11:09:49.0	2011-12-06 11:11:45.0	Grooming
2011-12-06 11:12:19.0	2011-12-06 11:25:57.0	Showering
2011-12-06 11:30:19.0	2011-12-06 11:35:26.0	Breakfast
2011-12-06 11:39:34.0	2011-12-06 14:37:50.0	Spare_Time/TV
2011-12-06 14:40:53.0	2011-12-06 15:15:58.0	Lunch
2011-12-06 15:18:35.0	2011-12-06 15:20:32.0	Grooming
2011-12-06 15:21:46.0	2011-12-06 17:11:04.0	Spare_Time/TV
2011-12-06 17:13:04.0	2011-12-06 17:19:04.0	Toileting
2011-12-06 17:19:34.0	2011-12-06 18:06:26.0	Spare_Time/TV
2011-12-06 18:07:03.0	2011-12-06 18:07:15.0	Grooming
2011-12-06 18:07:36.0	2011-12-06 19:22:33.0	Spare_Time/TV
2011-12-06 19:22:50.0	2011-12-06 19:22:55.0	Snack
2011-12-06 19:25:56.0	2011-12-06 19:26:20.0	Grooming
2011-12-06 19:40:28.0	2011-12-07 00:07:38.0	Spare_Time/TV
2011-12-07 00:07:47.0	2011-12-07 00:07:57.0	Grooming
2011-12-07 00:08:10.0	2011-12-07 00:54:50.0	Spare_Time/TV
2011-12-07 00:57:29.0	2011-12-07 00:57:53.0	Toileting
2011-12-07 00:59:56.0	2011-12-07 10:45:40.0	Sleeping
2011-12-07 10:46:15.0	2011-12-07 10:49:26.0	Toileting
2011-12-07 10:50:38.0	2011-12-07 11:04:19.0	Grooming
2011-12-07 11:05:51.0	2011-12-07 11:11:32.0	Showering
2011-12-07 11:12:17.0	2011-12-07 11:20:04.0	Breakfast
2011-12-07 11:22:58.0	2011-12-07 13:56:10.0	Spare_Time/TV
2011-12-07 14:03:34.0	2011-12-07 14:39:30.0	Lunch
2011-12-07 14:41:59.0	2011-12-07 15:28:03.0	Spare_Time/TV
2011-12-07 15:31:23.0	2011-12-07 15:31:41.0	Grooming
2011-12-07 15:31:42.0	2011-12-07 15:31:46.0	Toileting
2011-12-07 15:32:15.0	2011-12-07 16:11:28.0	Spare_Time/TV
2011-12-07 16:15:26.0	2011-12-07 16:21:09.0	Grooming
2011-12-07 16:25:45.0	2011-12-07 18:12:36.0	Leaving
2011-12-07 18:14:56.0	2011-12-07 18:14:59.0	Grooming
2011-12-07 18:15:00.0	2011-12-07 18:15:03.0	Toileting
2011-12-07 18:15:51.0	2011-12-07 19:21:46.0	Spare_Time/TV
2011-12-07 19:23:55.0	2011-12-07 19:28:46.0	Snack
2011-12-07 20:37:50.0	2011-12-07 20:38:18.0	Snack
2011-12-07 20:39:16.0	2011-12-07 20:39:44.0	Toileting
2011-12-07 20:40:29.0	2011-12-07 20:42:35.0	Spare_Time/TV
2011-12-07 20:52:23.0	2011-12-07 23:19:30.0	Spare_Time/TV
2011-12-07 23:19:40.0	2011-12-07 23:19:56.0	Toileting
2011-12-07 23:20:16.0	2011-12-08 01:32:32.0	Spare_Time/TV
2011-12-08 01:39:41.0	2011-12-08 11:14:29.0	Sleeping
2011-12-08 11:17:37.0	2011-12-08 11:17:48.0	Grooming
2011-12-08 11:17:49.0	2011-12-08 11:17:58.0	Toileting
2011-12-08 11:18:02.0	2011-12-08 11:18:13.0	Grooming
2011-12-08 11:19:22.0	2011-12-08 11:24:17.0	Showering
2011-12-08 11:25:12.0	2011-12-08 11:34:01.0	Breakfast
2011-12-08 11:36:09.0	2011-12-08 13:41:19.0	Spare_Time/TV
2011-12-08 14:04:49.0	2011-12-08 14:05:01.0	Grooming
2011-12-08 14:10:03.0	2011-12-08 16:21:41.0	Leaving
2011-12-08 16:24:27.0	2011-12-08 22:13:23.0	Spare_Time/TV
2011-12-08 22:13:35.0	2011-12-08 22:13:49.0	Grooming
2011-12-08 22:14:14.0	2011-12-08 23:12:37.0	Spare_Time/TV
2011-12-08 23:14:09.0	2011-12-08 23:14:27.0	Grooming
2011-12-08 23:14:35.0	2011-12-09 01:03:07.0	Spare_Time/TV
2011-12-09 01:04:24.0	2011-12-09 01:05:43.0	Grooming
2011-12-09 01:16:42.0	2011-12-09 10:49:07.0	Sleeping
2011-12-09 10:51:56.0	2011-12-09 10:52:27.0	Toileting
2011-12-09 10:52:30.0	2011-12-09 10:52:50.0	Grooming
2011-12-09 10:54:58.0	2011-12-09 10:58:21.0	Showering
2011-12-09 11:00:13.0	2011-12-09 11:08:15.0	Breakfast
2011-12-09 11:09:35.0	2011-12-09 12:32:57.0	Spare_Time/TV
2011-12-09 12:33:21.0	2011-12-09 12:42:15.0	Grooming
2011-12-09 12:44:16.0	2011-12-09 16:33:56.0	Leaving
2011-12-09 16:45:53.0	2011-12-09 16:59:52.0	Spare_Time/TV
2011-12-09 17:01:37.0	2011-12-09 17:04:57.0	Toileting
2011-12-09 17:06:38.0	2011-12-09 17:59:19.0	Spare_Time/TV
2011-12-09 17:59:25.0	2011-12-09 17:59:27.0	Grooming
2011-12-09 18:02:18.0	2011-12-09 18:19:03.0	Spare_Time/TV
2011-12-09 18:32:02.0	2011-12-09 18:48:36.0	Leaving
2011-12-09 19:19:54.0	2011-12-09 21:04:31.0	Spare_Time/TV
2011-12-09 21:04:37.0	2011-12-09 21:04:50.0	Grooming
2011-12-09 21:04:59.0	2011-12-10 00:16:21.0	Spare_Time/TV
2011-12-10 00:16:31.0	2011-12-10 00:16:49.0	Grooming
2011-12-10 00:17:05.0	2011-12-10 00:46:13.0	Spare_Time/TV
2011-12-10 00:50:47.0	2011-12-10 09:26:17.0	Sleeping
2011-12-10 09:28:00.0	2011-12-10 09:35:48.0	Toileting
2011-12-10 09:37:16.0	2011-12-10 09:46:27.0	Grooming
2011-12-10 09:47:44.0	2011-12-10 09:52:42.0	Showering
2011-12-10 09:55:18.0	2011-12-10 10:02:10.0	Breakfast
2011-12-10 10:03:20.0	2011-12-10 12:34:09.0	Spare_Time/TV
2011-12-10 12:52:54.0	2011-12-10 12:53:39.0	Grooming
2011-12-10 13:04:03.0	2011-12-10 17:07:03.0	Leaving
2011-12-10 17:11:23.0	2011-12-10 20:16:51.0	Spare_Time/TV
2011-12-10 20:21:54.0	2011-12-10 20:23:16.0	Grooming
2011-12-10 20:25:40.0	2011-12-11 00:56:05.0	Leaving
2011-12-11 01:01:41.0	2011-12-11 02:26:29.0	Spare_Time/TV
2011-12-11 02:27:23.0	2011-12-11 02:28:44.0	Grooming
2011-12-11 02:31:15.0	2011-12-11 11:57:34.0	Sleeping
2011-12-11 11:58:17.0	2011-12-11 12:01:27.0	Toileting
2011-12-11 12:02:25.0	2011-12-11 12:02:39.0	Grooming
2011-12-11 12:02:56.0	2011-12-11 12:18:42.0	Showering
2011-12-11 12:21:57.0	2011-12-11 12:30:09.0	Breakfast
2011-12-11 12:32:49.0	2011-12-11 14:26:18.0	Spare_Time/TV
2011-12-11 14:34:12.0	2011-12-11 15:26:17.0	Lunch
2011-12-11 15:28:59.0	2011-12-11 15:30:14.0	Toileting
2011-12-11 15:41:34.0	2011-12-11 15:43:30.0	Grooming
2011-12-11 15:43:51.0	2011-12-11 21:41:48.0	Spare_Time/TV
